nombre_comercial,razon_social,actividad_economica,numero_de_personal,tipo_vial,nombre_vial,tipo_vial_1,nombre_vial_1,tipo_vial_2,nombre_vial_2,tipo_vial_3,nombre_vial_3,letra_ext,edificio,edificio_piso,letra_int,tipo_asentamiento,nombre_asentamiento,tipo_centro_comercial,nombre_centro_comercial,numero_local,entidad,municipio,localidad,ageb,telefono,email,web,tipo_unidad_economica,fecha_alta,id,codigo_actividad_economica,numero_ext,numero_int,codigo_postal,clave_entidad,clave_municipio,clave_localidad,manzana,latitud,longitud
hotel veloo,inmobiliaria lefer sa de cv,hoteles con otros servicios integrados,6 a 10 personas,avenida,valle de santiago,calle,avenida valle del volga,avenida,rio de los remedios,calle,valle de iraguadi,,,,,colonia,valle de aragon,,,,mexico                      ,nezahualcoyotl,ciudad nezahualcoyotl,1931,5557125597,,www.hotelesveleoo.com,fijo,2011-03,6348827,721111,48.0,,57100.0,15,58,1,9,19.49221557,-99.0544112
hotel venecia,,hoteles sin otros servicios integrados,0 a 5 personas,calle,carretera apizaco-puebla,calle,campana,avenida,camino a san simon,calle,santiago,sn,,,,colonia,ignacio zaragoza,,,,mexico                      ,texcoco,texcoco de mora,0796,,,,fijo,2014-12,2326375,721112,,,56116.0,15,99,1,18,19.52246738,-98.875065
hotel venecia,,hoteles con otros servicios integrados,0 a 5 personas,calle,victoriano gonzalez,calle,prolongacion moctezuma,,ninguno,calle,prolongacion adolfo lopez mateos,g,,,,colonia,centro,,,,mexico                      ,tianguistenco,santiago tianguistenco de galeana,0156,,,,fijo,2014-12,2456888,721111,204.0,,52600.0,15,101,1,20,19.17833716,-99.4661038
hotel victor victoria,,hoteles sin otros servicios integrados,0 a 5 personas,,tenancingo-zumpahuacan,,ninguno,,ninguno,,ninguno,kilometro 5,,,,barrio,la lagunilla,,,,mexico                      ,tenancingo,la lagunilla,0148,,,,fijo,2010-07,6266403,721112,,,52400.0,15,88,44,16,18.92953,-99.612
hotel victoria,,hoteles con otros servicios integrados,0 a 5 personas,calle,5 de mayo,calle,doctor jorge jimenez cantu,calle,sor juana ines de la cruz,calle,5 de mayo,,,,,colonia,centro,,,3,mexico                      ,morelos,san bartolo morelos,0089,7121430209,hvictoria.sbm@gmail.com,,fijo,2010-07,6355771,721111,3.0,,50550.0,15,56,1,2,19.78603383,-99.66681529
hotel victoria real,,hoteles con otros servicios integrados,0 a 5 personas,carretera,carretera zitacuaro toluca km 45.5,calle,gardenias,calle,ninguno,otro (especifique),ninguno,sn,,,,colonia,jesus maria,,,,mexico                      ,villa victoria,jesus maria,0192,7262515232,gonzalez.55_18@hotmail.com,,fijo,2016-01,6507393,721111,,,50960.0,15,114,10,6,19.41776431,-99.9943739
hotel vieyras,hotel vieyras,hoteles sin otros servicios integrados,0 a 5 personas,,ninguno,,ninguno,,ninguno,,ninguno,,,,,,san joaquin el junco,,,,mexico                      ,ixtlahuaca,barrio san joaquin el junco,0172,,,,fijo,2010-07,6266424,721112,,,50783.0,15,42,8,5,19.5641493,-99.77385291
hotel vila velha,,hoteles sin otros servicios integrados,6 a 10 personas,calle,hermenegildo galeana,,ninguno,calle,francisco javier mina,calle,16 de septiembre,,,,,colonia,centro,,,,mexico                      ,tianguistenco,santiago tianguistenco de galeana,0141,,,,fijo,2010-07,6355418,721112,615.0,,52600.0,15,101,1,36,19.18130314,-99.4732948
hotel villa,,hoteles sin otros servicios integrados,0 a 5 personas,calle,alfredo del mazo,calle,aztecas,calle,quinta acapulco,calle,isidro fabela,sn,,,,colonia,centro,,,32,mexico                      ,villa del carbon,villa del carbon,0179,,,,fijo,2010-07,6355390,721112,32.0,,54300.0,15,112,1,13,19.72393054,-99.4616454
hotel villa aslan,,hoteles sin otros servicios integrados,0 a 5 personas,terraceria,jiquipilco ixtlahuaca kilometro 4,,ninguno,,ninguno,,ninguno,sn,,,,colonia,vicente guerrero,,,,mexico                      ,jiquipilco,ejido de moxteje,0130,,,,fijo,2014-12,6266427,721112,,,50807.0,15,47,81,800,19.57965,-99.6598
hotel villa carpio,villa carpio sa de cv,hoteles sin otros servicios integrados,6 a 10 personas,carretera,mexico-texcoco,carretera,hidalgo,,ninguno,,ninguno,sn,,,,colonia,santa cruz venta de carpio,,,,mexico                      ,ecatepec de morelos,ecatepec de morelos,391a,,,,fijo,2010-07,6265597,721112,,,55065.0,15,33,1,38,19.61495443,-99.00235957
hotel villa de amanalco,,hoteles sin otros servicios integrados,0 a 5 personas,calle,hermenegildo galeana,calle,hermenegildo galeana,calle,16 de septiembre,calle,avenida becerra,,,,,colonia,centro,,,,mexico                      ,amanalco,amanalco de becerra,0046,,,,fijo,2014-12,6266477,721112,104.0,,51260.0,15,7,1,8,19.25347634,-100.02079236
hotel villa de belem,,hoteles con otros servicios integrados,0 a 5 personas,calle,ecologia,calle,miguel hidalgo,avenida,arturo san roman,calle,constitucion,sn,,,,barrio,san gaspar,,,,mexico                      ,ixtapan de la sal,ixtapan de la sal,0036,7211432154,hotel_villa_belem@yahoo.es,,fijo,2010-07,6355714,721111,,,51900.0,15,40,1,42,18.84928208,-99.68057917
hotel villa del centro,,hoteles sin otros servicios integrados,0 a 5 personas,calle,benito juarez,calle,nicolas bravo,calle,guadalupe victoria,calle,sebastian lerdo de tejada,,,,,colonia,centro,,,,mexico                      ,tejupilco,tejupilco de hidalgo,0110,,,,fijo,2010-07,6355582,721112,10.0,,51400.0,15,82,1,2,18.90452084,-100.15202469
hotel villa flores,hotel villa flores,hoteles sin otros servicios integrados,0 a 5 personas,calle,tenancingo-zumpahuacan,,ninguno,calle,angel maria hererra,,ninguno,,,,,colonia,colonia ejercito del trabajo,,,,mexico                      ,tenancingo,colonia ejercito del trabajo,0148,,,,fijo,2014-12,6266399,721112,,,52400.0,15,88,42,1,18.94744836,-99.60674849
hotel villa izcalli,hoteles loga sa de cv,hoteles sin otros servicios integrados,11 a 30 personas,calle,delfin,calle,tiburon,calle,barracuda,calle,ballena,,,,,parque industrial,cuamatla,,,,mexico                      ,cuautitlan izcalli,cuautitlan izcalli,0267,,,,fijo,2010-07,6265330,721112,4.0,,54730.0,15,121,1,9,19.66752607,-99.19141952
hotel villa jardiin,inmobiliaria rosmou sa de cv,hoteles con otros servicios integrados,11 a 30 personas,calle,mexico-queretaro,privada,ninguno,calle,ninguno,carretera,mexico-queretaro,sn,sn,planta baja,,colonia,san pedro barrientos,,,,mexico                      ,tlalnepantla de baz,tlalnepantla,2309,5553112370,facturacion.villajardin@yahoo.com.mx,,fijo,2010-07,6346804,721111,,,54010.0,15,104,1,4,19.58780342,-99.20222755
hotel villa las palmas,hotel cerro de la cruz sa de cv,hoteles con otros servicios integrados,11 a 30 personas,calle,adolfo lopez mateos,calle,insurgentes,calle,vicente guerrero,calle,nicolas bravo sur,,,,,colonia,la mora,,,,mexico                      ,ecatepec de morelos,ecatepec de morelos,0135,015557702691,facturacion.hotel.cerro.cruz@gmail.com,,fijo,2010-07,6349004,721111,52.0,,55030.0,15,33,1,18,19.59841493,-99.05011028
hotel villa real,inmobiliaria figo sa de cv,hoteles con otros servicios integrados,0 a 5 personas,avenida,san pablo tecalco,avenida,san andres,calle,matamoros,cerrada,san andres,sn,,,,colonia,san francisco cuautliquixca,,,,mexico                      ,tecamac,ojo de agua,0683,,,,fijo,2010-07,6265784,721111,,,55760.0,15,81,19,2,19.68558373,-98.9838426
hotel villa real,,hoteles sin otros servicios integrados,0 a 5 personas,calle,j. maria velasco,calle,jose maria velasco,avenida,jose valdes vazquez,avenida,efren valdes,,,,,colonia,centro,,,,mexico                      ,temascalcingo,temascalcingo de jose maria velasco,0269,,,,fijo,2014-12,6266521,721112,12.0,,50400.0,15,85,1,18,19.91816255,-100.00237690000002
hotel villa union,,hoteles con otros servicios integrados,0 a 5 personas,calle,francisco y madero,calle,insurgentes,privada,insurgentes,calle,ninguno,sn,,,,barrio,san juan,,,,mexico                      ,otzolotepec,barrio de san juan,0133,7192861923,pladiam2@hotmail.com,,fijo,2016-01,6507451,721111,,,52088.0,15,67,11,2,19.41711769,-99.53611355
hotel villa verde,hotel villa verde sa de cv,hoteles con otros servicios integrados,11 a 30 personas,calle,"via jose maria morelos, centenario",calle,goleta,calle,fragata,calle,antonio gonzalez mendoza,,,,,colonia,san miguel xalostoc,,,,mexico                      ,ecatepec de morelos,ecatepec de morelos,1190,5557141996,aromo@hotelvillaverde.mx,,fijo,2010-07,6349625,721111,115.0,,55390.0,15,33,1,18,19.5133562,-99.08816512
hotel villa vergel,villa vergel sa de cv,hoteles con otros servicios integrados,31 a 50 personas,boulevard,arturo s. roman,avenida,benito juarez,calle,adolfo lopez mateos,calle,eva samano de lopez mateos,sn,,,,colonia,nueva ixtapan,,,,mexico                      ,ixtapan de la sal,ixtapan de la sal,0036,7211458100,hotel.villavergel@gmail.com,www.villavergel.com.mx,fijo,2010-07,6354436,721111,,,51900.0,15,40,1,17,18.85118142,-99.67855582
hotel villareal,,hoteles sin otros servicios integrados,0 a 5 personas,calle,carretera ixtlahuaca-san bartolo oxtotitlan,,ninguno,calle,juan rayon,calle,divicion del norte,sn,,,,rinconada,san felipe santiago,,,,mexico                      ,jiquipilco,san felipe y santiago,0183,,,,fijo,2010-07,6266590,721112,,,50800.0,15,47,20,14,19.60496649,-99.65873597
hotel villarreal,hotel villarreal sa de cv,hoteles sin otros servicios integrados,11 a 30 personas,calle,avenida pantitlan,calle,castillo de chapultepec,calle,palacio de gobierno,calle,fuente de petroleos,,,,,colonia,evolucion,,,,mexico                      ,nezahualcoyotl,ciudad nezahualcoyotl,0967,,,,fijo,2010-07,6349642,721112,360.0,,57700.0,15,58,1,15,19.39741646,-99.0226226
hotel villas,vilacha sa de cv,hoteles sin otros servicios integrados,0 a 5 personas,calle,aeropuerto miguel aleman,calle,ninguno,calle,ninguno,calle,ninguno,,,,,colonia,san pedro totoltepec,,,,mexico                      ,toluca,san pedro totoltepec,3509,017222731097,vilachasa@hotmail.com,,fijo,2010-07,6266238,721112,109.0,0.0,50200.0,15,106,84,1,19.31143654,-99.56181868
hotel villas chalco,inmobiliaria chalca hotelera sa de cv,hoteles con otros servicios integrados,6 a 10 personas,calle,xochiquetzal,cerrada,primera naranjo,calle,mixtecas,circunvalacion,naranjo,,,,,colonia,culturas de mexico,,,,mexico                      ,chalco,chalco de diaz covarrubias,0788,,villasdechalco@gmail.com,,fijo,2010-07,6265579,721111,500.0,,56607.0,15,25,1,42,19.26493526,-98.90337612
hotel villas contour,hotel villas contour sa de cv,hoteles sin otros servicios integrados,6 a 10 personas,terraceria,toluca-atlacomulco,terraceria,la danza,calle,san juan,calle,la danza,,,,,colonia,el tejocote,,,,mexico                      ,toluca,santa cruz atzcapotzaltongo,4009,,,,fijo,2010-07,6266244,721112,3009.0,,50030.0,15,106,87,12,19.32107995,-99.65436629
hotel villas de el rey,,hoteles sin otros servicios integrados,0 a 5 personas,cerrada,san juan de los lagos,cerrada,cerrada san juan,calle,a los reyes acozac,calle,emiliano zapata,sn,,,,rinconada,santa maria ajoloapan,,,,mexico                      ,tecamac,santa maria ajoloapan,0626,,,,semifijo,2014-12,2262913,721112,,,55754.0,15,81,12,29,19.76865481,-98.9725376
hotel villas de reyes sa de cv,hotel villas de reyes sa de cv,hoteles sin otros servicios integrados,0 a 5 personas,calle,mexico-pachuca,,ninguno,,ninguno,calle,huamanismo,,,,,colonia,san pedro pozohuacan,,,,mexico                      ,tecamac,santa maria ajoloapan,0630,,,,fijo,2010-07,6347511,721112,43.0,,55744.0,15,81,12,25,19.75497414,-98.97343989
hotel villas firenze,operadora quiviesa sa de cv,hoteles con otros servicios integrados,51 a 100 personas,avenida,primero de mayo,calle,san andres atoto,calle,john f. kenedy,calle,john f. kenedy,,,,,colonia,sn andres atoto,,,,mexico                      ,naucalpan de juarez,naucalpan de juarez,1544,5553592442,,,fijo,2010-07,6355552,721111,226.0,,53500.0,15,57,1,4,19.46563732,-99.23010641
hotel villas malinalco,,hoteles sin otros servicios integrados,0 a 5 personas,calle,toluca-chalma,calle,el pirul,calle,san juan,,del comercio,,,,,barrio,de san juan,,,,mexico                      ,malinalco,malinalco,0056,,,,fijo,2010-07,6266369,721112,,,52440.0,15,52,1,9,18.95361307,-99.49416115
hotel villas vento,hotelera via morelos sa de cv,hoteles con otros servicios integrados,6 a 10 personas,calle,via jose maria morelos,calle,durango,calle,sonora,calle,durango,,,,,colonia,santa maria tulteplac,,,,mexico                      ,ecatepec de morelos,ecatepec de morelos,046a,01557781739,www.hotelvillasvento.com,wwwhotelvillasvento.com,fijo,2010-07,6347348,721111,278.0,,55418.0,15,33,1,25,19.56115469,-99.04714066
hotel vista hermosa,,hoteles sin otros servicios integrados,11 a 30 personas,,morelos,,nicolas bravo,,emiliano zapata,calle,de las partidas,sn,,,,,francisco i madero,,,,mexico                      ,lerma,lerma de villada,0468,,,,fijo,2016-01,6507389,721112,,,52102.0,15,51,1,8,19.30827248,-99.54367643
hotel vistahermosa,hotel vistahermosa,hoteles sin otros servicios integrados,6 a 10 personas,calle,libertad,calle,atizapan,calle,libertad,,luis donaldo colosio,,,,,pueblo,la loma,,,,mexico                      ,atizapan,santa cruz atizapan,0046,,,,fijo,2014-12,6266481,721112,,,52500.0,15,12,1,38,19.18197586,-99.48149243
hotel xilonen palace,,hoteles con otros servicios integrados,11 a 30 personas,avenida,andres molina enriquez,calle,cristobal colon,calle,abasolo,calle,abel huitron y aguado,,,,,colonia,centro,,,,mexico                      ,jilotepec,jilotepec de molina enriquez,0259,7617342590,hxilonenpalace@yahoo.com,,fijo,2010-07,6355789,721111,117.0,,54240.0,15,45,1,47,19.96123904,-99.53247503
hotel y centro de convenciones mansion inn,mansion inn sa de cv,hoteles con otros servicios integrados,101 a 250 personas,calle,carretera federal marquesa tenango kilometro 23.5,calle,ninguno,calle,mario ramon beteta,calle,mario ramon beteta,,,,,colonia,san jose mezapa dos,,,,mexico                      ,tianguistenco,san jose mezapa seccion i,0103,7131354070,hisantiago@prodigy.net.mx,www.hisantiago.com,fijo,2014-12,6354954,721111,23.0,5.0,52613.0,15,101,46,4,19.16504052,-99.45976681
hotel y estacionamiento de casas rodantes pepes,,hoteles sin otros servicios integrados,0 a 5 personas,calle,carranza,calle,profesora maria dolores trejo,calle,carranza,calle,profesora maria dolores trejo,,,,,barrio,san martin,,,,mexico                      ,tepotzotlan,tepotzotlan,0227,,,,fijo,2010-07,6355461,721112,62.0,,54600.0,15,95,1,17,19.72186511,-99.22039505
hotel y motel la huerta de moctezuma,,hoteles con otros servicios integrados,0 a 5 personas,calle,angel maria garibay,calle,leona vicario,callejon,fray bernardino de sahagun,calle,fray bernardino de sahagun,,,,,colonia,segunda de la trinidad,,,,mexico                      ,otumba,otumba de gomez farias,0105,015929220706,gadidez@hotmail.com,,fijo,2014-12,6265565,721111,1.0,,55900.0,15,65,1,2,19.70514209,-98.74973409
hotel y motel plaza las fuentes,hotel plaza aurora sa de cv,hoteles con otros servicios integrados,6 a 10 personas,avenida,cuauhtemoc,calle,casuarinas,calle,capulin,calle,primer carril de los hornos,,,,sn,colonia,hornos de santa barbara,,,,mexico                      ,ixtapaluca,ixtapaluca,1847,5559723570,contacto@plazalasfuentes.com.mx,www.plazalasfuente.com.mx,fijo,2010-07,6265835,721111,3.0,,56538.0,15,39,1,23,19.31148884,-98.90164973
hotel y motel real de chalco,hotel y motel real de chalco sa de cv,hoteles sin otros servicios integrados,11 a 30 personas,calle,cuauhtemoc,calle,adolfo lopez mateos,calle,jazmin,,ninguno,sn,,,,colonia,santa cruz amalinalco,,,,mexico                      ,chalco,chalco de diaz covarrubias,2017,,,,fijo,2010-07,6265384,721112,,,56600.0,15,25,1,19,19.28190884,-98.88109362
hotel y restaurant casa blanca,,hoteles con otros servicios integrados,6 a 10 personas,calle,benito juarez,calle,constitucion,calle,aldama,calle,5 de mayo,,,,,barrio,san gaspar,,,,mexico                      ,ixtapan de la sal,ixtapan de la sal,0106,,,,fijo,2010-07,6354061,721111,615.0,,51900.0,15,40,1,6,18.84816227,-99.67864746
hotel y restaurante el correcaminos,,hoteles con otros servicios integrados,0 a 5 personas,avenida,mexico,calle,ninguno,carretera,libramiento,carretera,libramiento,sn,,,,barrio,san jose,,,,mexico                      ,tequixquiac,tequixquiac,0192,015919120241,,,fijo,2014-12,6265302,721111,,,55660.0,15,96,1,16,19.91667088,-99.14361465
hotel y restaurante el meson,,hoteles con otros servicios integrados,0 a 5 personas,calle,vicente barrera,calle,felix vega,calle,mejoramiento del ambiente,calle,vicente barrera,,,,,colonia,centro,,,,mexico                      ,villa del carbon,villa del carbon,0164,015889130728,hotel_elmeson@hotmail.com,,fijo,2010-07,6265299,721111,28.0,,54300.0,15,112,1,23,19.72615582,-99.46620509
hotel y restaurante el romano,,hoteles con otros servicios integrados,6 a 10 personas,avenida,benito juarez,calle,20 de noviembre,calle,ignacio zaragoza,calle,mariano matamoros,,,,,barrio,santa catarina,,,,mexico                      ,ixtapan de la sal,ixtapan de la sal,0106,7211432955,reservaciones@elromano.com.mx,,fijo,2014-12,6266395,721111,36.0,,51900.0,15,40,1,12,18.84200528,-99.67834218
hotel y restaurante el senor de la esperanza,,hoteles con otros servicios integrados,0 a 5 personas,calle,alvaro obregon,calle,licenciado benito juarez,calle,ninguno,calle,ninguno,sn,,,sn,colonia,centro,,,,mexico                      ,texcaltitlan,texcaltitlan,0058,7162635147,,,fijo,2010-07,6266829,721111,,,51670.0,15,97,1,15,18.9308848,-99.94054961
hotel y restaurante los angeles,,hoteles con otros servicios integrados,0 a 5 personas,calle,jose carmen rueda,calle,antonio,calle,feliciano antonio,calle,jose carmen rueda,sn,,,,barrio,san jeronimo zacapexco,,,,mexico                      ,villa del carbon,villa del carbon,0164,5559661463,,,fijo,2010-07,6266486,721111,,,54300.0,15,112,1,42,19.72178002,-99.47648622
hotel y restaurante los pinos,,hoteles con otros servicios integrados,0 a 5 personas,avenida,vicente guerrero poniente,calle,alvaro obregon,avenida,lazaro cardenas sur,avenida,ninguno,,,,,colonia,centro,,,,mexico                      ,jilotepec,jilotepec de molina enriquez,0422,7617342334,,,fijo,2010-07,6266690,721111,108.0,,54240.0,15,45,1,4,19.95342257,-99.53588909
hotel y villas aztlan,sociedad hotelera el rey azteca sa de cv,hoteles con otros servicios integrados,11 a 30 personas,avenida,carlos hank gonzalez,calle,nemesio garcia naranjo,cerrada,primera avenida central,calle,chichimecas,,,,,colonia,ciudad azteca,,,,mexico                      ,ecatepec de morelos,ecatepec de morelos,0614,015557756241,hotelvillasaztlan@hotmail.com,www.hotelyvillasaztlan.com,fijo,2010-07,6349075,721111,11.0,,55120.0,15,33,1,12,19.53628293,-99.02739374
hotel y villas bikos,hotelera eiroas sa de cv,hoteles sin otros servicios integrados,11 a 30 personas,calle,via jose lopez portillo,calle,las torres,calle,cipres,calle,los naranjos,,,,,colonia,lazaro cardenas,,,,mexico                      ,tultitlan,colonia lazaro cardenas (los hornos),1839,,,,fijo,2014-12,2238338,721112,203.0,,54916.0,15,109,72,29,19.62305334,-99.15994105
hotel y villas palass,grupo hotelero mexiquense sa de cv,hoteles con otros servicios integrados,31 a 50 personas,avenida,lopez portillo,avenida,naucalpan,calle,pensador mexicano poniente,avenida,lopez portillo,,,,,colonia,san lorenzo tepaltitlan,,,,mexico                      ,toluca,san lorenzo tepaltitlan,4102,7222720024,hotelpalass@hotmail.com,,fijo,2014-12,2389377,721111,306.0,,50010.0,15,106,75,21,19.31595054,-99.63167228
hotel yara,,hoteles sin otros servicios integrados,0 a 5 personas,carretera,alvaro obregon,carretera,alvaro obregon,calle,jose maria morelos,calle,bicentenario de la independencia,,,,,barrio,san pedro,,,,mexico                      ,ixtapan de la sal,ixtapan de la sal,0089,,,,fijo,2010-07,6266650,721112,46.0,,51900.0,15,40,1,25,18.84666367,-99.67166211
hotel zacazonapan,,hoteles sin otros servicios integrados,0 a 5 personas,calle,vicente guerrero,calle,el zapote,avenida,de los maestros,calle,10 de mayo,sn,,,,colonia,juan n mirafuentes,,,,mexico                      ,zacazonapan,zacazonapan,0021,,,,fijo,2010-07,6266560,721112,,,51160.0,15,116,1,3,19.0717173,-100.25541338
hotel zapata,,hoteles sin otros servicios integrados,0 a 5 personas,calle,casuarinas,calle,constituyentes,calle,tenencingo-tecomatlan-san simon el alto,,campesinos,,,,,colonia,emiliano zapata,,,,mexico                      ,tenancingo,colonia emiliano zapata ejido de tenancingo,0148,,,,fijo,2014-12,6266408,721112,6.0,,52400.0,15,88,43,8,18.95318999,-99.55495996
hotel zumpango sa de cv,hotel zumpango sa de cv,hoteles sin otros servicios integrados,0 a 5 personas,calle,miguel hidalgo,calle,jose maria morelos y pavon,calle,hermenegildo galeana,calle,federico gomez,,,,,barrio,san miguel,,,,mexico                      ,zumpango,zumpango de ocampo,0058,,,,fijo,2010-07,6265912,721112,22.0,,55600.0,15,120,1,5,19.79794311,-99.09869609999998
"hotel, villas de cortes",,hoteles sin otros servicios integrados,6 a 10 personas,,ninguno,,tiradero de patos,calle,independencia,calle,insurgentes,sn,,,,colonia,agua blanca,,,,mexico                      ,capulhuac,agua blanca,0051,,,,fijo,2016-01,6507450,721112,,,52700.0,15,19,6,8,19.22258095,-99.46801746
hotelera villa las palmas,hotelera villas las palmas sa de cv,hoteles sin otros servicios integrados,6 a 10 personas,calle,carretera apizaco-puebla,calle,benito juarez,,ninguno,,ninguno,sn,,,,barrio,xala texcoco,,,,mexico                      ,texcoco,texcoco de mora,0796,,,,fijo,2010-07,6265478,721112,,,56120.0,15,99,1,33,19.52293613,-98.88026719
hotelito,hotelito,hoteles sin otros servicios integrados,0 a 5 personas,avenida,miguel hidalgo,calle,benito juarez,calle,nino artillero,,ninguno,sn,,,,colonia,san antonio,,,,mexico                      ,chalco,chalco de diaz covarrubias,1220,,,,fijo,2010-07,6437790,721112,,,56600.0,15,25,1,2,19.25921064,-98.89918164
inmobiliaria y hotelera letizia sa de cv,inmobiliaria y hotelera letizia sa de cv,hoteles con otros servicios integrados,11 a 30 personas,avenida,alfredo del mazo,avenida,manuel buendia tellezgiron,calle,sadot fabila,calle,amado nervo,,,,,colonia,la magdalena,,,,mexico                      ,toluca,santa cruz atzcapotzaltongo,4032,,,,fijo,2014-12,2425863,721111,1156.0,,50010.0,15,106,87,23,19.31638513,-99.6438137
issemym departamento de centros vacacionales,instituto de seguridad social del estado de mexico y municipios,hoteles con otros servicios integrados,31 a 50 personas,calle,andres quintana roo,calle,texcoco,calle,tenancingo,calle,emilio baz,,,,,colonia,la merced,,,,mexico                      ,toluca,toluca de lerdo,0449,7222138350,hoteles_issemym@yahoo.com.mx,www.issemym.com.mx,fijo,2010-07,6266788,721111,205.0,,50080.0,15,106,1,40,19.29189907,-99.66289228
krystal satelite maria barbara,moteles y restoranes maria barbara sa de cv,hoteles con otros servicios integrados,101 a 250 personas,boulevard,"boulevard manuel avila camacho, autopista mexico-queretaro",calle,cuauhtemoc,calle,francisco villa,calle,cuauhtemoc,,,,sn,colonia,san lucas tepetlacalco,,,,mexico                      ,tlalnepantla de baz,tlalnepantla,0533,5553668997,contabilidad.ksmb@krystal-hotels.com,www.krystal-satelitemariabarbara.com,fijo,2010-07,6266250,721111,2300.0,,54055.0,15,104,1,79,19.52206882,-99.22848826
la casa de los colores,,hoteles sin otros servicios integrados,0 a 5 personas,calle,nezahualcoyotl oriente,calle,guillermo prieto norte,calle,matamoros norte,calle,cipres,,,,,barrio,teotla,,,,mexico                      ,tenancingo,tenancingo de degollado,0114,,,,fijo,2010-07,6266362,721112,603.0,,52400.0,15,88,1,6,18.96546053,-99.58818451
la casa del abuelo,operadora hotelera puma sa de cv,hoteles sin otros servicios integrados,0 a 5 personas,avenida,miguel hidalgo,avenida,pedro ascencio,calle,5 de febrero,calle,nigromante,,,,,colonia,centro,,,,mexico                      ,toluca,toluca de lerdo,0453,,,,fijo,2010-07,6356308,721112,404.0,,50000.0,15,106,1,27,19.2903211,-99.65878531
la cueva del leon,,hoteles sin otros servicios integrados,0 a 5 personas,calle,plaza independencia,calle,del coliseo,calle,plaza independencia,calle,don nicolas bravo,,,,,colonia,colonia centro,,,,mexico                      ,valle de bravo,valle de bravo,0070,,,,fijo,2010-07,6355754,721112,2.0,,51200.0,15,110,1,3,19.19338322,-100.13209063
la glorieta posada familiar sa de cv,la glorieta posada familiar sa de cv,hoteles sin otros servicios integrados,6 a 10 personas,calle,techachalco,calle,paseo tlatelco,calle,centenario himno nacional norte,avenida,del trabajo,sn,,,,colonia,el mirador,,,,mexico                      ,melchor ocampo,melchor ocampo,0123,,,,fijo,2010-07,6350276,721112,,,54880.0,15,53,1,10,19.71020774,-99.14222026
la mansion del quijote sa de cv,la mansion del quijote sa de cv,hoteles con otros servicios integrados,11 a 30 personas,avenida,avenida del ejido,calle,plateros,calle,carretera molino de las flores,calle,la rosa,sn,,,sn,colonia,xocotlan,,,,mexico                      ,texcoco,xocotlan,1262,5959544619,delquijote@outlook.es,,fijo,2010-07,6348616,721111,,,56200.0,15,99,48,73,19.51672038,-98.84984487
las cupulas hotel y restaurante,operadora del pequeno gran hotel las cupulas sa de cv,hoteles con otros servicios integrados,6 a 10 personas,calle,camino real a tenampa,calle,ninguno,avenida,miguel negrete,avenida,miguel negrete,sn,,,,barrio,de san andres,,,,mexico                      ,malinalco,malinalco,0183,7141470644,mauricio.lascupulas@gmail.com,www.lascupulas.com.mx,fijo,2010-07,6355708,721111,,,52400.0,15,52,1,3,18.93749695,-99.49225935
meson de leyendas,,hoteles con otros servicios integrados,6 a 10 personas,avenida,francisco gonzalez bocanegra,calle,durango,calle,penuelas,calle,vergel,,,,,colonia,centro,,,,mexico                      ,valle de bravo,valle de bravo,0066,7262624414,mleyendas1@gmail.com,,fijo,2014-12,2478908,721111,405.0,,51200.0,15,110,1,33,19.19830318,-100.12987695
microtel inn & suites,deutsche bank mexico sa ibm diu fiduciaria f/16 16,hoteles sin otros servicios integrados,11 a 30 personas,boulevard,miguel aleman,boulevard,juarez,calle,mariano matamoros,calle,benito juarez,,,,,colonia,san pedro totoltepec,,,,mexico                      ,san mateo atenco,san mateo atenco,0414,,,,fijo,2010-07,6355058,721112,125.0,,50226.0,15,76,1,9,19.29626494,-99.55853628
mision san jose restaurante y hotel,turistica hr sa de cv,hoteles con otros servicios integrados,6 a 10 personas,avenida,benito juarez,calle,ecologia,calle,constitucion,calle,miguel hidalgo,,,,,barrio,san gaspar,,,,mexico                      ,ixtapan de la sal,ixtapan de la sal,0036,7211430055,ixtapanturismo@gmail.com,www.serenyty-grandspa.com,fijo,2010-07,6266647,721111,403.0,,51907.0,15,40,1,41,18.84867265,-99.67871582
mision toreo centro de convenciones,chautlaza sa de cv,hoteles con otros servicios integrados,51 a 100 personas,avenida,s. luis tlatilco,avenida,adolfo lopez mateos,avenida,las torres,,ninguno,,,,,colonia,san luis tlatilco,,,,mexico                      ,naucalpan de juarez,naucalpan de juarez,153a,,,,fijo,2014-12,6349081,721111,2.0,,53370.0,15,57,1,23,19.46649657,-99.23974865
motel horizont,grupo hotelero jucoma sa de cv,hoteles con otros servicios integrados,11 a 30 personas,carretera,via jose lopez portillo,calle,ninguno,avenida,olivo,calle,naranjos,,,,,colonia,bello horizonte,,,,mexico                      ,tultitlan,buenavista,1256,,,,fijo,2011-03,6265737,721111,144.0,,54948.0,15,109,3,18,19.62289322,-99.15917779
